sample_id,se1_date,village,zone,tapstand_code,se1_time,se1_frc,se1_trc,se1_turb,se1_airtemp,se1_wattemp,se1_cond,se1_ph,se1_orp,resp_consent,sa_cont,sa_cover,sa_clean,sa_opacity,sa_colour,se2_time,se2_frc,se2_trc,se2_turb,se2_wattemp,se2_cond,se2_ph,se2_orp,hh_steps,hh_minutes,se3_time,se3_frc,se3_trc,se3_turb,se3_wattemp,se3_cond,se3_ph,se3_orp,se4_time,se4_date,timelapse4,se4_frc,se4_trc,se4_turb,se4_airtemp,se4_wattemp,se4_cond,se4_ph,se4_orp,sb_watertransfer,sb_watermix,sb_waterused,sb_waterleft,sb_drawing,sb_cont,sb_cover,sb_clean,sb_opacity,sb_colour,sb_inout,sb_sunshade,,,,,,,,,,,
57,7/30/14,6,4,J8/6,10:12,1.02,1.08,5.56,25.5,26.2,755,7.62,578,1,1,1,2,1,1,10:35,1.14,1.16,5.12,27.8,914,7.59,582,190,3.0,10:45,0.92,0.94,5.31,27.9,805,7.70,525,,7/30/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,7/30/14,6,4,J8/6,10:30,0.89,0.98,6.19,30.3,28.4,748,7.96,633,1,2,1,1,1,1,11:00,0.58,0.71,4.20,28.3,782,7.68,590,220,2.0,11:15,0.57,0.67,3.82,29.3,744,7.92,566,15:57,7/30/14,5:27,0.44,0.45,3.09,30.2,30.0,720,7.87,554,0,0,0,1.00,1,2,1,1,1,1,,,,,,,,,,,,,
59,7/31/14,6,5,J7/5,8:05,1.04,1.10,0.92,23.8,26.7,937,7.91,562,1,1,1,1,1,1,8:20,0.98,0.94,2.88,26.1,945,7.40,576,135,2.5,8:35,0.86,0.84,2.14,26.1,929,7.54,587,15:55,7/31/14,7:50,0.82,0.82,2.16,31.1,29.8,928,7.92,611,0,0,0,1.00,1,1,1,2,1,1,,,,,,,,,,,,,
60,7/31/14,6,5,J7/5,8:50,1.18,1.24,1.91,23.7,26.2,945,7.79,622,1,4,1,2,1,1,9:05,1.14,1.10,2.64,26.9,938,7.66,644,55,1.0,9:20,1.02,1.00,2.45,27.1,932,7.62,612,15:05,7/31/14,6:15,1.10,1.18,1.66,35.6,28.8,928,7.76,622,0,0,1,0.10,1,4,1,2,1,1,,,,,,,,,,,,,
61,7/31/14,6,5,J7/5,9:35,1.10,1.16,2.19,28.0,27.1,895,7.86,598,1,4,1,1,1,1,9:55,1.28,1.32,2.32,27.8,967,7.61,641,55,1.0,10:10,1.02,1.04,1.44,27.3,930,7.72,628,15:45,7/31/14,6:10,0.92,0.92,1.85,31.2,31.8,942,7.88,618,0,0,1,0.70,1,4,1,1,1,1,,,,,,,,,,,,,
62,7/31/14,6,5,J7/5,10:25,1.26,1.30,2.03,27.2,27.0,925,7.82,669,1,1,1,2,1,1,10:35,1.34,1.30,1.77,27.7,936,7.84,635,95,2.0,10:45,0.78,0.84,1.82,27.1,938,7.83,614,15:20,7/31/14,4:55,0.54,0.52,2.11,30.8,31.5,757,7.70,609,0,0,1,0.90,1,1,1,2,1,1,,,,,,,,,,,,,
63,7/31/14,6,5,J7/5,8:10,0.99,0.46,2.23,22.5,26.2,938,7.81,617,1,1,1,1,1,1,8:41,1.20,1.16,1.76,27.5,938,7.99,601,100,1.0,8:59,0.98,0.99,1.70,26.6,944,7.91,630,16:01,7/31/14,7:51,0.14,0.16,1.68,31.0,35.1,951,7.68,320,0,0,1,0.50,1,1,1,1,1,1,,,,,,,,,,,,,
64,7/31/14,6,5,J7/5,9:57,0.76,0.79,1.76,25.2,26.5,933,7.25,686,1,4,1,1,1,1,10:05,0.78,0.79,1.46,26.6,937,7.57,679,200,2.0,10:20,0.88,0.91,1.25,27.4,936,7.58,645,15:15,7/31/14,5:18,0.74,0.75,1.27,29.2,30.1,940,7.50,593,0,0,1,0.50,1,4,1,1,1,1,,,,,,,,,,,,,
65,7/31/14,6,5,J7/5,9:05,0.98,1.10,1.65,25.4,27.2,935,6.94,659,1,2,1,2,1,1,9:25,0.65,0.82,1.95,26.2,938,7.87,645,150,1.0,9:42,1.14,1.12,2.03,26.0,947,7.77,635,15:15,7/31/14,6:10,0.74,0.77,2.09,37.5,29.9,935,7.64,540,0,0,1,0.10,1,2,1,2,1,1,,,,,,,,,,,,,
66,8/3/14,3,16,6,8:20,1.16,1.18,0.79,25.2,26.8,416,7.53,610,1,4,1,1,1,1,8:40,1.18,1.20,1.73,27.4,430,7.88,658,220,3.0,8:55,1.10,1.08,1.92,26.4,418,7.81,638,15:15,8/3/14,6:55,0.64,0.68,2.28,32.5,30.9,415,7.70,498,0,0,1,0.10,1,4,1,1,1,1,,,,,,,,,,,,,
67,8/3/14,3,16,6,8:20,1.14,1.10,2.06,25.5,26.8,406,7.30,662,1,1,1,1,1,1,8:38,1.26,1.24,0.69,26.9,421,7.30,724,105,1.0,8:55,0.78,0.78,0.84,26.6,405,7.37,707,15:15,8/3/14,6:55,0.84,0.91,1.33,34.6,28.5,390,7.49,,0,0,1,0.20,1,1,1,1,1,1,,,,,,,,,,,,,
68,8/3/14,3,16,6,9:10,1.28,1.34,1.92,26.2,27.6,417,7.68,660,1,2,1,1,1,1,9:25,1.28,1.22,1.95,27.6,419,7.77,668,110,2.0,9:40,1.08,1.08,1.30,27.5,419,7.83,682,15:30,8/3/14,6:20,0.89,0.88,2.97,31.8,27.9,410,7.82,538,0,0,0,1.00,1,2,1,2,1,1,,,,,,,,,,,,,
69,8/3/14,3,16,6,9:05,1.28,1.30,0.73,23.4,27.3,362,7.23,737,1,2,0,1,1,1,9:26,1.30,1.30,0.93,27.2,390,7.34,711,120,1.0,9:59,1.18,1.16,1.73,27.2,390,7.27,712,15:30,8/3/14,6:25,0.61,0.64,1.15,30.1,29.9,315,7.53,670,0,0,1,0.50,1,2,0,1,1,1,,,,,,,,,,,,,
70,8/3/14,3,16,6,10:05,1.32,1.34,1.18,27.8,28.3,391,7.30,712,1,4,1,1,1,1,10:25,1.10,1.12,1.12,27.7,397,7.44,747,300,3.0,10:45,1.10,1.10,1.18,27.5,395,7.50,745,,8/3/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,8/3/14,3,16,6,10:00,1.28,1.26,1.08,29.2,28.0,416,7.78,658,1,1,0,1,1,1,10:15,1.22,1.24,1.58,28.4,422,7.93,679,325,4.0,10:35,1.10,1.08,1.59,28.0,419,7.97,,15:55,8/3/14,5:55,0.11,0.17,2.00,,34.4,456,7.89,,0,0,1,0.30,1,1,0,1,1,1,0,0,,,,,,,,,,,
72,8/3/14,3,16,6,10:55,1.36,1.38,1.47,26.0,27.5,359,7.36,743,1,1,1,1,1,1,11:12,1.38,1.16,3.89,27.7,363,7.60,752,80,0.5,11:22,1.06,1.12,1.96,28.0,364,7.27,749,15:55,8/3/14,5:00,0.88,0.90,1.07,32.3,31.1,368,7.61,693,0,0,1,0.10,1,1,1,1,1,1,,,,,,,,,,,,,
73,8/3/14,3,16,6,10:55,1.32,1.34,1.89,28.4,27.8,390,7.81,611,1,1,1,1,1,1,11:05,1.22,1.26,1.86,28.2,396,7.98,628,120,2.0,11:15,1.01,0.97,2.56,28.0,401,7.74,634,15:40,8/3/14,4:45,1.14,1.06,1.87,29.7,29.9,389,7.95,,0,0,0,1.00,1,1,1,1,1,1,,,,,,,,,,,,,
74,8/4/14,3,4,4,8:10,0.82,0.87,0.60,23.0,25.5,933,7.61,627,1,1,1,1,1,1,8:25,0.82,0.84,2.73,25.6,939,7.78,709,76,1.0,8:40,0.94,0.95,2.33,26.0,878,7.72,723,15:45,8/4/14,7:35,0.25,0.22,1.47,28.6,35.3,886,7.47,422,0,0,0,1.00,1,1,1,1,1,1,0,0,,,,,,,,,,,
75,8/4/14,3,4,4,8:10,0.78,0.85,1.35,22.6,25.7,947,7.53,682,1,1,1,2,1,1,8:40,0.74,0.76,1.42,26.3,942,7.82,,110,2.0,8:55,0.68,0.71,1.18,26.0,944,7.80,,15:15,8/4/14,7:05,0.12,0.12,1.15,32.5,33.8,818,7.80,,0,0,0,1.00,1,1,1,2,1,1,0,0,,,,,,,,,,,
76,8/4/14,3,4,4,8:50,0.93,1.06,1.72,24.4,25.9,873,7.71,734,1,2,1,1,1,1,9:05,0.94,0.96,0.93,26.4,875,7.61,757,126,1.0,9:15,0.47,0.49,0.78,26.7,904,7.62,727,15:15,8/4/14,6:25,0.45,0.48,1.35,34.5,29.7,891,7.70,583,0,0,1,0.50,1,2,1,1,1,1,,,,,,,,,,,,,
77,8/4/14,3,4,4,9:15,0.89,0.93,1.19,24.8,26.1,904,7.85,,1,1,1,2,1,1,9:25,0.62,0.64,1.61,26.1,936,7.88,,135,3.0,9:40,0.54,0.59,1.31,25.8,940,7.94,,15:35,8/4/14,6:20,0.79,0.79,1.79,32.7,28.6,949,7.89,,0,0,0,1.00,1,1,1,2,1,1,,,,,,,,,,,,,
78,8/4/14,3,4,4,9:25,0.90,0.92,0.89,25.0,26.1,1051,7.57,,1,4,1,1,1,1,9:50,0.58,0.65,1.95,26.4,930,,,107,1.0,10:05,0.81,0.81,1.65,26.6,978,,,15:25,8/4/14,6:00,0.59,0.57,7.71,29.9,28.6,867,7.63,624,0,0,1,0.05,1,4,1,1,1,1,,,,,,,,,,,,,
79,8/4/14,3,4,4,10:00,0.84,0.88,2.28,25.2,26.4,918,7.85,,1,2,1,2,1,1,10:25,0.82,0.84,1.35,27.5,985,7.70,,135,3.0,10:25,0.64,0.66,1.43,26.8,916,7.82,,15:50,8/4/14,5:50,0.20,0.20,1.08,30.5,34.9,927,7.71,,0,0,1,0.70,1,2,1,2,1,1,,,,,,,,,,,,,
80,8/4/14,3,4,4,10:10,0.77,0.78,1.85,29.8,27.0,894,,512,1,4,1,1,1,1,10:20,0.78,0.77,1.93,26.6,946,7.31,625,85,1.0,10:40,0.57,0.59,1.63,27.1,908,7.47,605,,8/4/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,8/5/14,3,14,9,8:10,0.75,0.74,1.57,21.8,26.4,1001,7.53,381,1,4,1,1,1,1,8:30,0.74,0.69,1.37,275.0,996,7.95,542,55,1.0,8:50,0.54,0.50,1.35,27.7,1002,7.95,548,15:05,8/5/14,6:55,0.06,0.10,1.25,30.9,36.6,1103,7.60,510,0,0,0,1.00,1,4,1,1,1,1,0,0,,,,,,,,,,,
82,8/5/14,3,14,9,8:20,0.74,0.45,2.56,22.2,26.7,914,6.52,,1,1,1,1,1,1,8:40,0.88,0.85,0.26,27.4,923,7.80,,60,0.5,8:45,0.71,0.61,0.23,27.5,922,8.18,,15:05,8/5/14,6:45,0.09,0.11,1.43,35.4,35.8,945,7.62,,0,0,0,1.00,1,1,1,1,1,1,0,0,,,,,,,,,,,
83,8/5/14,3,14,9,9:00,0.50,0.58,0.48,24.3,26.6,921,7.66,,1,1,1,1,1,1,9:20,0.56,0.59,0.48,28.0,657,7.91,,85,1.5,9:40,0.37,0.51,1.68,28.1,654,7.34,,15:20,8/5/14,6:20,0.05,0.08,1.73,30.1,35.4,667,7.12,,0,0,1,0.50,1,1,1,2,1,1,0,0,,,,,,,,,,,
84,8/5/14,3,14,9,9:10,0.65,0.64,1.20,25.7,27.1,660,7.84,504,1,2,1,1,1,1,9:20,0.54,0.56,1.18,27.8,745,7.85,538,85,2.0,9:55,0.53,0.53,1.23,28.2,747,7.92,572,15:30,8/5/14,6:20,0.44,0.49,2.71,30.2,29.6,738,7.85,405,0,0,1,0.10,1,2,1,1,1,1,,,,,,,,,,,,,
85,8/5/14,3,14,9,10:10,0.65,0.88,2.94,28.0,27.5,793,7.71,,1,4,1,1,1,1,10:25,0.50,0.54,2.21,27.9,774,7.72,,150,2.0,10:30,0.41,0.49,2.21,28.8,862,7.67,,15:30,8/5/14,5:20,0.49,0.61,3.36,30.2,29.3,773,7.49,,0,0,1,0.50,1,4,1,1,1,1,,,,,,,,,,,,,
86,8/5/14,3,14,9,10:05,0.91,0.93,2.51,26.2,28.1,828,7.91,648,1,1,1,1,1,1,10:15,0.90,0.88,2.53,27.0,824,7.65,655,50,1.0,10:25,0.87,0.84,2.80,27.3,824,7.86,620,15:20,8/5/14,5:15,0.08,0.10,2.91,30.2,34.1,838,7.85,356,0,0,1,0.50,1,1,1,1,1,1,,,,,,,,,,,,,
87,8/6/14,3,6,7,8:10,0.69,0.88,3.32,24.8,26.1,1266,7.55,,1,2,1,2,1,1,8:22,0.78,0.75,0.63,26.3,1283,7.72,,125,1.0,8:45,0.67,0.64,1.42,26.8,1287,7.64,,14:28,8/6/14,6:18,0.14,0.39,1.45,37.6,29.8,1265,7.60,,0,0,1,0.50,1,2,1,2,1,1,1,1,,,,,,,,,,,
88,8/6/14,3,6,7,8:10,0.67,0.69,1.27,23.1,26.2,1365,7.53,547,1,1,0,1,1,1,8:20,0.54,0.53,1.45,25.9,1375,7.73,610,230,3.0,8:35,0.46,0.42,1.61,25.6,1384,7.64,622,14:35,8/6/14,6:25,0.36,0.36,2.05,34.3,29.7,1455,7.73,563,0,0,1,0.90,1,1,0,1,1,1,1,1,,,,,,,,,,,
89,8/6/14,3,6,7,9:00,0.63,0.64,6.35,25.0,26.5,1275,7.41,,1,2,1,1,1,1,9:05,0.75,0.71,0.98,26.1,1277,7.61,,125,1.0,9:15,0.69,0.83,1.24,26.5,1290,7.63,,14:54,8/6/14,5:54,0.33,0.32,2.31,28.9,30.1,1293,7.54,,0,0,1,0.50,1,2,1,1,1,1,1,1,,,,,,,,,,,
90,8/6/14,3,6,7,8:50,0.64,0.65,1.22,25.6,26.6,1376,7.78,662,1,1,1,1,1,1,9:05,0.49,0.50,1.47,26.6,1375,7.94,689,160,3.0,9:15,0.44,0.42,1.56,26.6,1372,7.72,664,15:15,8/6/14,6:25,0.22,0.23,1.82,28.7,30.0,1401,7.78,550,0,0,1,0.50,1,1,1,1,1,1,1,1,,,,,,,,,,,
91,8/6/14,3,6,7,9:39,0.51,0.59,1.41,26.7,27.2,1287,7.60,,1,2,1,1,1,1,9:50,0.43,0.47,1.02,27.3,1284,7.67,,125,1.0,10:00,0.78,0.74,2.19,27.4,1288,7.53,,15:10,8/6/14,5:31,0.40,0.43,1.57,30.7,29.3,1293,7.61,,0,0,0,1.00,1,2,1,1,1,1,1,1,,,,,,,,,,,
92,8/6/14,3,6,7,9:30,0.64,0.63,1.79,25.7,27.0,1369,7.56,603,1,2,1,2,1,1,9:45,0.44,0.41,1.72,27.1,1384,7.60,582,75,2.0,10:05,0.42,0.44,1.76,28.0,1382,7.69,510,14:50,8/6/14,5:20,0.05,0.06,2.02,33.4,36.7,1406,7.48,289,0,0,0,1.00,1,2,1,2,1,1,0,0,,,,,,,,,,,
93,8/6/14,3,6,7,10:20,0.64,0.66,1.46,26.0,27.2,1386,7.62,564,1,2,1,1,1,1,10:30,0.46,0.46,1.55,27.1,1373,7.64,662,120,2.0,10:45,0.44,0.42,1.53,27.2,1388,7.77,,15:05,8/6/14,4:45,0.25,0.27,1.94,31.4,29.7,1390,7.66,545,0,0,0,1.00,1,2,1,1,1,1,1,1,,,,,,,,,,,
94,8/6/14,3,6,7,8/6/14 15:39,1.04,1.12,2.87,32.3,27.9,764,7.34,,1,2,1,2,1,1,8/6/14 15:50,1.24,1.24,2.34,28.3,755,7.37,,150,1.5,8/6/14 15:57,1.20,1.20,2.63,29.0,778,7.43,,8/7/14 10:20,8/7/14,18:41,0.09,0.25,2.35,24.0,24.7,495,7.58,,0,0,0,1.00,1,2,1,2,1,1,1,1,,,,,,,,,,,
95,8/6/14,3,6,7,8/6/14 15:40,1.30,1.30,1.47,33.4,28.0,816,7.45,720,1,1,1,1,1,1,8/6/14 15:45,1.06,1.08,1.85,27.3,818,7.46,718,195,3.0,8/6/14 16:00,0.74,0.74,1.51,28.7,820,7.49,704,8/7/14 11:05,8/7/14,19:25,0.70,0.72,1.96,25.3,27.0,813,7.69,758,0,0,1,0.10,1,1,1,1,1,1,1,1,,,,,,,,,,,
96,8/6/14,3,6,7,8/6/14 16:12,1.28,1.26,3.70,32.2,27.9,759,7.44,,1,4,0,1,1,1,8/6/14 16:18,1.08,1.08,14.70,27.2,750,7.24,,130,1.0,8/6/14 16:29,1.14,1.10,2.60,28.2,758,7.31,,8/7/14 10:35,8/7/14,18:23,1.06,1.10,2.98,28.0,26.0,378,8.03,,0,0,1,0.50,1,4,0,1,1,1,1,1,,,,,,,,,,,
97,8/6/14,3,6,7,8/6/14 16:15,1.20,1.22,2.16,28.5,27.6,816,7.55,753,1,1,1,1,1,1,8/6/14 16:35,1.08,1.10,2.04,27.9,816,7.53,768,95,2.0,8/6/14 16:40,1.06,1.08,2.16,28.3,799,7.46,752,8/7/14 11:25,8/7/14,19:10,0.91,0.88,3.06,28.2,28.4,514,7.73,744,0,0,1,0.05,1,1,1,1,1,1,1,1,,,,,,,,,,,
98,8/7/14,3,5,10,8:15,0.65,0.65,2.73,25.5,26.5,1480,7.55,686,1,1,1,2,1,1,8:25,0.58,0.54,2.95,26.4,1474,7.85,663,125,2.0,8:35,0.50,0.52,2.88,26.6,1460,7.63,648,16:00,8/7/14,7:45,0.08,0.06,4.71,29.5,35.0,1509,7.68,306,0,0,1,0.50,1,1,1,2,1,1,0,0,,,,,,,,,,,
99,8/7/14,3,3,10,8:14,0.57,0.66,3.81,23.5,26.3,1375,7.67,,1,2,1,2,1,1,8:20,0.87,0.86,1.18,26.6,1366,7.67,,130,1.0,8:30,0.75,0.58,1.42,27.4,1380,7.60,,15:07,8/7/14,6:53,0.11,0.12,1.18,32.6,37.8,705,7.54,,0,0,1,0.50,1,2,1,2,1,1,0,0,,,,,,,,,,,
100,8/7/14,3,5,10,8:45,0.58,0.61,2.95,25.8,27.0,1480,7.62,696,1,4,1,1,1,1,9:00,0.56,0.60,1.45,26.1,1490,7.53,661,25,2.0,9:15,0.54,0.52,1.39,26.6,1503,7.72,680,15:10,8/7/14,6:25,0.17,0.17,1.84,32.7,31.6,1488,7.61,396,0,0,0,1.00,1,4,1,1,1,1,0,0,,,,,,,,,,,
101,8/7/14,3,3,10,8:45,0.55,0.50,2.41,24.8,26.2,1214,7.67,,1,,0,2,1,1,8:50,0.64,0.88,7.29,27.3,1382,7.70,,89,0.5,9:00,0.49,0.54,1.24,27.2,1388,7.70,,15:45,8/7/14,7:00,0.79,0.78,1.79,31.6,31.7,702,7.70,,0,0,1,0.90,1,,0,2,1,1,1,1,,,,,,,,,,,
102,8/7/14,3,3,10,9:14,0.67,0.72,4.28,27.9,27.1,1397,7.64,,1,2,1,2,1,1,9:17,0.84,0.79,1.90,27.1,1385,7.61,,144,1.5,9:25,0.27,0.29,1.77,27.5,1389,7.59,,15:20,8/7/14,6:06,0.58,0.59,1.91,34.9,31.2,601,7.64,,0,0,0,1.00,1,2,1,2,1,1,1,1,,,,,,,,,,,
103,8/7/14,3,5,10,9:25,0.62,0.64,1.90,25.8,27.0,1504,7.68,676,1,1,1,2,1,1,9:35,0.56,0.56,2.68,26.8,1490,7.63,648,120,2.0,9:45,0.38,0.42,2.90,26.7,1480,7.75,604,15:45,8/7/14,6:20,0.05,0.09,3.46,31.1,36.5,1466,7.58,368,0,0,1,0.40,1,1,1,2,1,1,0,0,,,,,,,,,,,
104,8/7/14,3,3,10,9:40,0.64,0.64,1.39,24.5,27.0,1398,7.60,,1,2,1,2,1,1,9:50,0.86,0.86,1.69,27.8,1398,7.68,,160,2.0,10:00,0.61,0.60,1.53,27.6,699,7.71,,15:34,8/7/14,5:54,0.26,0.31,10.10,31.2,30.3,702,7.69,,0,0,0,1.00,1,2,1,1,1,1,1,1,,,,,,,,,,,
105,8/7/14,3,5,10,10:05,0.68,0.69,1.50,31.6,28.1,1486,7.77,716,1,1,1,1,1,1,10:15,0.66,0.68,1.42,27.3,1485,7.80,730,80,2.0,10:25,0.51,0.53,1.73,27.6,1478,7.73,718,15:25,8/7/14,5:20,0.33,0.33,1.89,29.5,30.5,1502,7.69,603,0,0,1,0.80,1,1,1,1,1,1,1,1,,,,,,,,,,,
106,8/10/14,6,7,J7/6,8:10,1.28,1.28,8.74,24.9,26.9,,7.69,,1,2,1,1,1,1,8:29,0.94,0.92,1.86,25.7,,7.33,,200,2.0,8:45,0.94,0.97,7.73,26.8,,7.49,,14:30,8/10/14,6:20,0.47,0.55,2.10,34.2,28.0,860,7.61,,0,0,0,1.00,1,2,1,1,1,1,1,1,,,,,,,,,,,
107,8/10/14,6,7,J7/6,8:10,0.75,0.78,2.96,21.2,26.8,955,7.77,625,1,1,1,1,1,1,8:20,0.69,0.76,2.39,26.6,944,7.80,706,125,2.0,8:50,0.54,0.54,2.98,26.4,940,7.84,696,14:40,8/10/14,6:30,0.42,0.44,1.92,32.1,29.3,830,7.86,588,0,0,0,1.00,1,1,1,1,1,1,1,1,,,,,,,,,,,
108,8/10/14,6,7,J7/6,9:00,1.32,1.36,1.62,24.7,26.7,,7.61,,1,2,1,2,1,1,9:10,1.48,1.48,1.23,26.9,,7.51,,138,1.0,9:20,0.74,0.85,1.05,27.3,,7.63,,14:55,8/10/14,5:55,0.77,0.80,1.20,29.6,28.9,888,7.66,,0,0,0,1.00,1,2,1,2,1,1,1,1,,,,,,,,,,,
109,8/10/14,6,7,J7/6,9:10,1.34,1.28,2.67,24.0,26.2,942,7.97,728,1,1,1,1,1,1,9:30,1.22,1.24,2.24,26.8,942,7.93,724,150,3.0,9:45,1.12,1.14,1.98,26.1,948,7.83,716,14:55,8/10/14,5:45,0.22,0.23,1.59,31.2,34.3,963,7.77,481,0,0,1,0.75,1,1,1,1,1,1,0,0,,,,,,,,,,,
110,8/10/14,6,7,J7/6,9:55,1.14,1.16,1.97,24.8,26.0,941,7.92,712,1,2,1,1,1,1,10:15,0.98,1.01,2.49,26.9,948,7.96,722,50,1.0,10:35,0.97,1.01,2.29,26.7,946,7.90,738,15:05,8/10/14,5:10,0.04,0.07,2.07,31.4,37.7,934,7.75,338,0,0,1,0.80,1,2,0,1,1,1,0,0,,,,,,,,,,,
111,8/10/14,6,7,J7/6,9:30,1.18,1.20,1.63,26.0,26.3,433,7.72,,1,4,0,2,1,1,9:45,0.70,0.66,1.66,26.8,883,7.59,,87,0.5,9:55,1.22,1.14,1.70,27.1,884,7.71,,15:05,8/10/14,5:35,0.99,1.01,1.74,29.2,28.0,886,7.82,,0,0,1,0.10,1,4,0,2,1,1,1,1,,,,,,,,,,,
112,8/10/14,6,7,J7/6,10:45,1.28,1.22,2.12,24.8,26.5,946,7.93,746,1,2,1,1,1,1,10:55,1.22,1.28,2.00,27.2,967,7.97,748,115,2.0,11:05,0.96,1.01,2.11,27.2,947,7.97,722,15:15,8/10/14,4:30,0.80,0.77,1.35,322.1,28.2,818,7.82,694,0,0,0,1.00,1,2,1,1,1,1,1,1,,,,,,,,,,,
113,8/10/14,6,7,J7/6,10:05,1.01,1.06,2.65,24.4,26.7,885,7.80,,1,2,1,1,1,1,10:15,1.44,1.42,1.24,26.6,883,7.30,,116,1.0,10:30,1.02,1.06,2.91,27.5,880,7.34,,15:15,8/10/14,5:10,0.68,0.82,0.91,28.4,29.6,884,7.22,,0,0,1,0.80,1,2,1,1,1,1,0,0,,,,,,,,,,,
114,8/10/14,6,7,J7/6,8/10/14 15:30,0.73,0.80,2.54,30.1,27.9,1258,7.70,,1,2,1,2,1,1,8/10/14 15:35,0.95,0.88,22.40,28.2,1346,7.58,,118,1.0,8/10/14 16:00,0.71,0.71,2.53,29.7,1360,7.65,,8/11/14 10:20,8/11/14,18:50,0.24,0.32,2.61,24.4,26.8,1339,7.87,,0,0,1,0.10,1,2,1,2,1,1,1,1,,,,,,,,,,,
115,8/10/14,6,7,J7/6,8/10/14 15:25,1.12,1.04,2.24,31.2,27.6,1282,7.98,718,1,1,1,1,1,1,8/10/14 15:40,0.94,0.96,1.56,28.9,1479,7.94,720,65,1.0,8/10/14 15:55,0.86,0.88,1.86,28.7,1490,7.88,715,8/11/14 10:45,8/11/14,19:20,0.52,0.52,2.67,27.8,28.6,1458,7.91,708,0,0,1,0.10,1,1,1,1,1,1,1,1,,,,,,,,,,,
116,8/10/14,6,7,J7/6,8/10/14 15:50,0.88,0.86,2.15,32.1,28.1,1475,7.98,768,1,1,1,1,1,1,8/10/14 16:00,0.80,0.78,1.78,28.2,1466,7.99,744,70,1.0,8/10/14 16:10,0.68,,1.72,28.4,1460,7.97,736,8/11/14 10:55,8/11/14,19:05,0.15,0.14,2.36,27.8,25.5,1480,7.98,710,0,0,1,0.25,1,1,1,1,1,1,1,1,,,,,,,,,,,
117,8/10/14,6,7,J7/6,8/10/14 15:50,1.23,1.28,1.81,28.2,28.0,1359,7.64,,1,2,1,1,1,1,8/10/14 16:00,1.18,1.24,1.76,28.9,1351,7.16,,119,1.0,8/10/14 16:10,1.02,0.97,1.46,29.0,1353,7.20,,8/11/14 10:30,8/11/14,18:40,0.16,0.29,1.14,22.3,26.0,1343,7.45,,0,0,1,0.50,1,2,1,1,1,1,1,1,,,,,,,,,,,
118,8/11/14,6,7,J7/4,8:10,0.85,0.88,2.02,23.5,26.1,1598,7.84,593,1,1,0,1,1,1,8:25,0.84,0.86,1.42,26.1,1567,7.88,595,75,2.0,8:40,0.73,0.77,1.44,25.7,1561,7.80,592,14:40,8/11/14,6:30,0.05,0.06,1.63,29.5,36.4,1581,7.96,276,0,0,1,0.40,1,1,0,1,1,1,0,0,,,,,,,,,,,
119,8/11/14,6,7,J7/4,8:10,0.90,0.89,,24.4,26.6,1502,7.72,,1,2,1,2,1,1,8:18,0.96,0.93,0.88,26.1,1450,7.69,,122,0.5,8:25,0.98,0.94,1.59,26.1,1463,7.71,,15:25,8/11/14,7:15,0.10,0.08,1.98,30.7,38.4,1534,7.50,,0,0,1,0.50,1,2,1,2,1,1,0,0,,,,,,,,,,,
120,8/11/14,6,7,J7/4,8:40,0.85,0.82,1.64,24.7,25.2,1438,7.72,,1,4,1,1,1,1,8:45,0.87,0.89,1.89,25.9,1438,7.72,,100,1.0,8:56,0.92,1.08,0.74,26.6,1443,7.73,,15:10,8/11/14,6:30,0.76,0.77,2.19,30.3,30.3,1528,7.78,,0,0,1,0.50,1,4,1,1,1,1,1,1,,,,,,,,,,,
121,8/11/14,6,7,J7/4,8:55,0.99,1.03,1.76,23.3,26.1,1547,7.77,686,1,1,1,1,1,1,9:05,0.85,0.87,1.93,27.0,1540,7.79,654,55,1.0,9:15,0.79,0.87,1.89,26.3,1548,7.81,725,14:55,8/11/14,6:00,0.69,0.68,2.36,32.6,30.6,1520,7.86,628,0,0,1,0.80,1,1,1,1,1,1,1,1,,,,,,,,,,,
122,8/11/14,6,7,J7/4,9:23,0.98,0.99,2.81,24.2,26.6,1453,7.76,741,1,1,1,2,1,1,9:40,0.94,0.95,2.10,27.0,1415,7.79,740,190,2.0,9:50,0.92,0.93,1.82,26.9,1414,7.81,746,15:30,8/11/14,6:07,0.44,0.45,2.06,35.0,31.9,1202,7.83,525,0,0,0,1.00,1,1,1,2,1,1,0,0,,,,,,,,,,,
123,8/11/14,6,7,J7/4,9:05,0.75,0.73,2.26,24.3,26.5,1413,7.73,,1,1,1,1,1,1,9:12,0.63,0.63,1.89,26.0,1438,7.72,,55,0.5,9:25,0.70,0.82,1.35,26.0,1441,7.72,,15:40,8/11/14,6:35,0.37,0.43,1.95,28.7,30.3,762,7.71,,0,0,1,0.95,1,1,1,1,1,1,1,1,,,,,,,,,,,
